Electricty [kW],Heating demand [kW]
459.9720533,0
346.2840775,0
270.5082759,0
225.6949945,0
184.0392041,0
174.3186056,0
230.7825793,0
298.5807626,0
313.8054064,0
412.7551252,0
583.3703221,0
685.6678842,0
836.528345,0
927.9204007,0
1033.015768,0
1123.646189,0
1228.235087,0
1434.158276,0
1388.933979,0
1279.168621,0
1195.197292,0
1082.323184,0
894.1570347,0
685.1011695,0
506.3440359,0
404.108845,0
323.172954,0
249.906911,0
216.0145973,0
194.4353699,0
198.1295582,0
316.0443991,0
371.290973,0
436.2539708,0
617.9982944,0
697.4630924,0
881.8421584,0
928.6943743,0
1050.824827,0
1133.199526,0
1076.807521,0
1152.130292,0
956.8743595,0
818.5892018,0
831.8678919,0
801.1674039,0
655.5605201,0
493.055712,0
336.0363811,0
254.7627272,0
183.124793,0
150.7430695,0
116.4579295,2.963791629
127.9776879,1.086522329
177.9678734,0
257.3413036,0
231.196821,0
212.1122436,0
280.1382459,0
385.3639512,0
538.2045113,0
716.3386613,0
829.9707694,0
944.7406737,0
1020.40859,0
1208.587787,0
1194.86287,0
1140.666917,0
1079.150403,0
978.7356947,0
819.4727455,0
655.9288149,0
449.346026,0
318.7284201,0
278.2970787,0
226.6090061,0
188.5245609,0
176.3597644,0
183.3863352,0
285.3814067,0
297.2993158,0
301.4420225,0
413.6898766,0
526.0620561,0
653.2928746,0
811.2429157,0
946.7881791,0
1055.174546,0
1212.755326,0
1380.173459,0
1354.091215,0
1283.011438,0
1212.382576,0
1190.576164,0
978.970101,0
757.6082471,0
557.7571354,0
435.1728109,0
364.00685,0
303.0292964,0
251.7691565,0
245.1700575,0
269.8674233,0
347.6782704,0
350.1141964,0
383.006705,0
510.5288822,0
495.2541836,0
564.2334828,0
654.2310362,0
660.5072984,0
754.6125913,0
767.7271103,0
812.0867433,0
837.7746401,0
844.9722538,0
783.8824718,0
758.4938151,0
630.8112578,0
500.3258473,0
352.4911514,0
279.9301569,0
235.9982385,0
214.2733847,0
203.4017439,0
217.0714486,0
276.2192886,0
321.9448995,0
304.7191099,0
291.116218,0
308.4553165,0
353.9862239,0
407.5196393,0
457.3101107,0
507.0155739,0
550.6137916,0
609.605315,0
674.0857661,0
699.2383038,0
675.9842233,0
714.9528361,0
752.2908198,0
644.0934801,0
504.3738787,0
365.6155578,0
277.7696607,0
237.9430276,0
216.6904247,0
200.7599555,0
219.869731,0
284.0555759,0
319.5399698,0
305.2463949,0
292.6123376,0
317.7430787,0
338.0253185,0
390.8910478,0
399.3332701,0
472.0435182,0
612.6258226,0
676.0098814,0
784.5634875,0
748.9873819,0
749.2387663,0
765.3064586,0
773.440953,0
655.1269694,0
501.2725099,0
322.2124639,0
243.590541,0
191.9185492,0
170.1030338,0
156.6152525,0
166.7418826,0
230.4358007,0
258.5496863,0
265.9145711,0
239.3291914,0
292.6147695,0
485.5762059,0
557.7103451,0
693.3057038,0
809.8160518,0
876.0503634,0
949.8125619,0
1131.972668,0
1145.765487,0
1078.397183,0
1026.731691,0
955.1305582,0
796.0101503,0
568.0562949,0
363.1556871,0
257.4598056,0
188.7649372,0
126.6363385,0
117.4361458,7.389722105
132.2786777,20.53768984
170.5674952,38.90738189
215.4051821,13.73184452
249.9463685,0
340.7555087,0
494.801431,0
584.4092759,0
725.254314,0
869.8851308,0
981.6545175,0
1067.272862,0
1137.723116,0
1289.574861,0
1247.421011,0
1191.180048,0
1124.224249,0
1075.012962,0
911.9240073,0
744.0230528,0
546.2707621,0
451.8061821,0
387.4740495,0
353.1197532,0
327.8612748,0
333.4345228,0
390.1044894,0
489.7448341,0
581.3739737,0
698.176006,0
922.5316106,0
1049.080741,0
1280.754084,0
1442.368667,0
1516.935812,0
1522.739579,0
1548.251762,0
1565.231241,0
1560.666053,0
1560.243386,0
1576.354795,0
1592.893206,0
1380.005948,0
1143.42962,0
798.0460647,0
637.57343,0
544.7651824,0
481.4738842,0
439.4588871,0
437.9102038,0
489.979612,0
566.715871,0
616.5335839,0
754.2677836,0
1012.777816,0
1167.427747,0
1297.050834,0
1493.935044,0
1492.005252,0
1522.828507,0
1367.79601,0
1471.71698,0
1470.254544,0
1489.176618,0
1363.281619,0
1260.422302,0
1045.080664,0
818.8883326,0
631.1343934,0
495.2868002,0
420.9987161,0
376.6256487,0
330.9395379,0
352.1566407,0
389.4182775,0
461.0020929,0
537.0937718,0
594.6238849,0
781.9952811,0
800.6048851,0
1246.120135,0
1142.714879,0
1056.199443,0
1174.162599,0
1268.957008,0
1324.580427,0
1247.863603,0
1145.947243,0
1053.283315,0
971.3430457,0
781.5221754,0
547.0364103,0
340.633819,0
202.2922757,0
135.3551559,0
121.0029371,19.69489624
123.474213,31.83973669
139.438069,48.53076578
183.1532262,84.492847
226.6811246,42.32899124
206.4543876,22.36389357
204.4643982,0
283.0023185,0
354.9989757,0
439.6131116,0
513.0023758,0
632.8355415,0
692.4589519,0
836.9678077,0
850.9927609,0
890.3369096,0
837.1547706,0
797.3529995,0
752.2705618,0
585.5575483,0
392.2147809,0
198.3120772,0
139.7071643,12.02002
125.0994212,23.93407935
124.7876551,36.73043855
128.2949362,53.53025039
142.8408984,63.80447747
185.9719411,97.08746668
228.859019,52.09562463
208.9613296,33.64213567
185.9302019,0.427606241
287.9254623,0
353.6374749,0
407.307638,0
487.7525721,0
572.4905078,0
643.0488919,0
783.6240958,0
893.9744414,0
898.1577675,0
855.0594611,0
839.2118552,0
736.5267147,0
568.7727794,0
381.5170507,0
209.2858468,0
138.0163314,8.532283004
126.6024952,33.39932294
129.086988,57.45203188
134.2570124,83.07751214
154.2310055,119.2603586
196.623424,156.0022253
233.4876581,95.0510818
205.7426821,53.16260341
177.910509,11.62651883
258.5200579,0
344.5103962,0
466.5422321,0
550.2088316,0
623.5556945,0
757.8457708,0
915.2888032,0
1059.922524,0
1053.453564,0
1011.081862,0
937.6887334,0
885.9224258,0
725.7238588,0
541.8375739,0
368.457167,0
272.3392464,0
211.6130905,0
173.0078998,0
145.6189633,0
127.9658188,0
167.9302793,0
249.1441096,0
282.500508,0
338.5241981,0
470.0090563,0
583.7892542,0
677.4651072,0
815.9842066,0
882.4025093,0
1022.530327,0
1122.260934,0
1226.643786,0
1167.017145,0
1104.127658,0
1081.637321,0
1009.749423,0
782.5041855,0
592.1885471,0
420.4770305,0
323.0596434,0
246.5265119,0
188.0426304,0
155.7337309,0
152.0578299,0
210.1937175,0
269.2182626,0
256.5090115,0
243.4910397,0
282.5861761,0
373.8816212,0
463.2037683,0
479.9096441,0
612.0917262,0
712.774791,0
761.7217228,0
837.0642997,0
712.8049202,0
705.9212205,0
717.612599,0
716.2526226,0
557.7345631,0
385.6182557,0
243.3971669,0
169.1036082,0
124.2905688,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
221.4169076,0
282.4079114,0
373.8486057,0
459.374567,0
557.3869086,0
691.4631786,0
773.1774754,0
773.9089041,0
820.7338695,0
824.2354962,0
824.8453968,0
818.249584,0
789.3646602,0
604.2765595,0
440.3952811,0
261.3818698,0
178.7034053,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
207.0418867,0
301.5573464,0
427.7332104,0
541.6235974,0
647.0702499,0
762.3308966,0
836.1959986,0
945.4395917,0
1059.215297,0
977.3701729,0
951.536593,0
900.7691047,0
864.1510613,0
663.3424636,0
474.2444067,0
287.1126689,0
174.9758891,0
119.8607971,0
116.7115885,0
116.4938565,0
128.9217137,0
170.4095655,0
232.0958259,0
214.5307482,0
190.3613081,0
248.6283337,0
312.3121804,0
411.3222075,0
513.6301646,0
627.3590955,0
756.8820434,0
885.5873545,0
1024.113451,0
1020.021163,0
997.8538313,0
983.7244624,0
903.1301339,0
693.3092727,0
484.3266302,0
282.3069756,0
205.2409263,0
147.6278811,0
116.7115885,0
116.4938565,0
128.9217137,0
170.4095655,0
232.0958259,0
214.5307482,0
198.2311321,0
275.2463815,0
374.186328,0
525.8515589,0
595.9546034,0
715.3877707,0
767.3753829,0
845.2242619,0
937.0746723,0
952.0090277,0
920.6471144,0
892.2146225,0
878.8422266,0
660.5140547,0
485.578915,0
333.4481382,0
203.1580657,0
124.1748402,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
209.8948028,0
303.8593781,0
410.4511611,0
528.606755,0
674.1727174,0
769.7595407,0
821.1336322,0
918.4855457,0
1058.569746,0
1098.477977,0
1048.751268,0
987.0181684,0
916.268072,0
702.0657533,0
498.5834463,0
309.0144444,0
211.4127187,0
123.3047718,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
182.5577452,0
199.5797021,0
296.1674078,0
412.3629597,0
535.4081448,0
648.6481987,0
746.0204359,0
767.8233295,0
900.4755927,0
895.9002064,0
876.7611217,0
866.8182428,0
835.7164906,0
646.3766528,0
455.1807597,0
292.0739039,0
192.2125276,0
134.9754815,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
179.8540611,0
179.0574819,0
238.8062582,0
300.2777559,0
419.5976904,0
391.5239906,0
470.543223,0
665.9701212,0
822.1249703,0
865.032736,0
853.860128,0
833.919946,0
800.6697517,0
631.7501503,0
426.4380813,0
243.9266923,0
157.6106304,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
179.8540611,0
188.8714619,0
312.0600652,0
417.498806,0
527.2462022,0
654.0501448,0
715.1354705,0
771.6636093,0
948.1431224,0
909.5293533,0
914.6494502,0
885.4711054,0
831.9533786,0
637.6023249,0
440.5211098,0
274.8706039,0
167.6892108,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
196.5897219,0
296.4070205,0
420.7625483,0
538.2121561,0
712.5322236,0
801.8170291,0
862.6321219,0
1025.846613,0
1080.951094,0
988.8644429,0
938.0622417,0
899.1553102,0
845.3135873,0
666.3354819,0
475.8396967,0
311.3969177,0
168.7143623,0
116.3247673,0
114.8338104,0
112.9476182,0
123.2877659,0
156.0335616,0
203.857672,0
170.8185189,0
130.2908651,0
132.0759481,0
231.3718179,0
346.3718547,0
463.360478,0
574.6881758,0
702.4005782,0
748.1606923,0
801.3894058,0
814.7415154,0
757.5142916,0
757.4819958,0
753.8061201,0
585.2316424,0
421.9742523,0
277.178517,0
180.8894915,0
116.3247673,0
114.8338104,0
112.9476182,0
123.2877659,0
156.0335616,0
203.857672,0
170.8185189,0
130.2908651,0
123.6804847,0
125.7292226,0
187.6941116,0
325.3377516,0
488.2226544,0
609.7590225,0
725.7980451,0
852.4061691,0
864.3255726,0
840.1185631,0
842.1127423,0
842.5958715,0
666.8782951,0
529.4288236,0
388.6956945,0
314.7258654,0
254.7010817,0
228.0330322,0
189.412758,0
187.6110945,0
210.2228458,0
286.0846643,0
294.6697798,0
392.3754384,0
568.9099184,0
625.7930442,0
781.0552319,0
935.037399,0
995.9582787,0
1027.473362,0
1099.072258,0
1142.161006,0
1192.510405,0
1126.912959,0
1052.725839,0
998.5908103,0
785.25671,0
595.2202616,0
411.6620519,0
301.1480623,0
236.0847413,0
198.8161826,0
163.1521217,0
150.9757642,0
156.0335616,0
203.857672,0
242.0464976,0
315.3471065,0
534.5361782,0
597.7782783,0
739.2192424,0
881.7285143,0
1054.452779,0
1167.241775,0
1244.536755,0
1365.805507,0
1244.900442,0
1145.54614,0
1088.545091,0
985.8052542,0
753.7619578,0
581.4311459,0
411.515373,0
298.1271964,0
234.4069778,0
196.9561835,0
150.9263009,0
144.783003,0
156.0335616,0
203.857672,0
233.2869172,0
337.49884,0
546.4529368,0
654.2770792,0
887.4358004,0
969.6210071,0
1083.033349,0
932.632576,0
1146.603744,0
1278.28638,0
1249.230179,0
1138.178979,0
1033.513059,0
955.4734252,0
767.5293668,0
577.393679,0
390.6646793,0
292.7250515,0
230.2773159,0
196.6989731,0
182.5745077,0
167.4372082,0
224.7013663,0
261.774789,0
241.2800671,0
242.8403732,0
324.2439359,0
449.1123169,0
609.555526,0
687.5691706,0
841.6917737,0
927.6350687,0
991.8128749,0
1121.154058,0
1074.24677,0
983.9729483,0
914.2673013,0
835.7863036,0
632.9626096,0
449.4644478,0
289.624641,0
180.8557087,0
116.3247673,0
114.8338104,0
112.9476182,0
123.2877659,0
156.0335616,0
203.857672,0
170.8185189,0
130.2908651,0
131.9469432,0
235.9897703,0
371.264897,0
514.7598589,0
614.8442041,0
756.0516577,0
887.6696119,0
999.5280329,0
955.2451697,0
895.7270291,0
840.1210576,0
745.5565146,0
549.0545256,0
365.0600937,0
181.4640832,0
135.7389206,0
119.8607971,0
116.7115885,0
116.4938565,0
128.9217137,0
170.4095655,0
232.0958259,0
214.5307482,0
190.3613081,0
190.9379354,0
276.2641373,0
424.1425091,0
541.4765871,0
686.5113006,0
807.7180009,0
996.6604798,0
1123.501466,0
1117.064094,0
1032.335693,0
957.9496831,0
906.8086623,0
696.0392801,0
472.7782485,0
295.4786512,0
198.4217556,0
119.8607971,0
116.7115885,0
116.4938565,0
128.9217137,0
170.4095655,0
232.0958259,0
214.5307482,0
190.3613081,0
329.9736697,0
447.7014675,0
598.7144707,0
755.765466,0
908.9622873,0
1046.370409,0
1186.391943,0
1304.764278,0
1242.729337,0
1160.154388,0
1056.097405,0
957.2327321,0
737.9619932,0
527.0000589,0
361.8399208,0
263.3630907,0
167.7886327,0
131.184925,0
115.8705868,0
127.9658188,0
167.9302793,0
242.1154933,0
259.8595417,0
329.4787619,0
500.4103703,0
692.8255705,0
897.5639586,0
1059.368618,0
1159.030875,0
1328.885331,0
1397.894933,0
1499.930876,0
1486.261195,0
1402.034421,0
1286.687474,0
1219.921466,0
1029.545679,0
812.9138754,0
641.7500334,0
548.3154002,0
455.7231002,0
375.3204184,0
339.5043124,0
332.8700704,0
359.4656534,0
413.1922724,0
405.4744153,0
498.4942197,0
632.9700641,0
705.5107823,0
870.3392824,0
1012.691341,0
1076.710355,0
1180.791716,0
1300.489308,0
1341.218502,0
1196.029475,0
1027.141201,0
948.8541916,0
876.1600234,0
659.5152972,0
454.6820861,0
269.2669646,0
179.4036591,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
179.8540611,0
240.7915318,0
351.6659483,0
509.7014039,0
632.0596745,0
785.369257,0
858.4564666,0
953.0412202,0
1094.008062,0
1062.558159,0
993.2146536,0
920.1188378,0
853.5635675,0
664.69929,0
454.4970028,0
263.7061521,0
134.8179483,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
179.8540611,0
203.3635237,0
307.1256908,0
430.9523683,0
576.0137301,0
720.3888274,0
841.4559148,0
978.4672531,0
1125.613803,0
1085.085148,0
1024.858243,0
948.6290741,0
904.1011559,0
703.1605716,0
511.251853,0
326.3955403,0
215.6001289,0
159.1261846,0
123.7525381,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
218.5352036,0
376.6095008,0
502.8607872,0
686.2613278,0
850.7063064,0
1032.752749,0
1157.751204,0
1312.330159,0
1418.366617,0
1339.518349,0
1207.538917,0
1165.634394,0
1071.639691,0
887.5690115,0
660.861394,0
487.4374561,0
390.9187228,0
297.0285076,0
269.7853537,0
231.4880009,0
219.8170133,0
220.3553587,0
299.0461554,0
296.6409449,0
365.250624,0
551.1517689,0
657.5057484,0
892.6574215,0
1042.685633,0
1134.644388,0
1314.987323,0
1477.004195,0
1507.860511,0
1474.699949,0
1331.360981,0
1281.212023,0
1176.96624,0
942.8183301,0
753.5777573,0
548.180842,0
428.1299203,0
360.4512069,0
333.0233467,0
293.1962943,0
281.369362,0
302.6144137,0
400.1048569,0
445.9685408,0
518.2898584,0
711.0353199,0
859.1359926,0
1052.50624,0
1200.647928,0
1279.079872,0
1379.866961,0
1485.211017,0
1530.395182,0
1510.278501,0
1326.117098,0
1172.824693,0
1067.968062,0
837.5820083,0
600.8348171,0
415.1181844,0
288.7281561,0
174.7629122,0
131.3823141,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
232.3535128,0
376.6751004,0
535.4947223,0
746.9638698,0
865.1844373,0
1054.731586,0
1240.120182,0
1348.865773,0
1442.923456,0
1358.863939,0
1219.97638,0
1138.356001,0
1083.12548,0
870.0376403,0
671.7981022,0
496.7264754,0
402.3719277,0
333.975468,0
293.2119602,0
263.7351171,0
269.1345946,0
326.6767746,0
358.9343194,0
318.8620737,0
257.4715993,0
251.9135664,0
309.824007,0
398.5989412,0
398.0383157,0
395.4861077,0
364.4554398,0
348.8643824,0
320.6680532,0
406.3884906,0
414.2585419,0
475.9395509,0
507.5994716,0
378.1519497,0
257.1228492,0
169.7341039,0
134.8179483,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
179.8540611,0
179.0574819,0
182.4157075,0
178.9943035,0
174.0620276,0
259.0942901,0
418.637823,0
614.699898,0
774.8782564,0
774.4107475,0
757.5922948,0
743.3703104,0
737.1928582,0
575.7736059,0
400.1112439,0
251.8456948,0
157.8044203,0
119.2515081,0
116.3929942,0
115.8705868,0
127.9658188,0
167.9302793,0
227.1581748,0
206.9620447,0
179.8540611,0
179.0574819,0
182.4157075,0
178.9943035,0
174.0620276,0
172.1292882,0
177.8745555,0
203.5175462,0
248.9686907,0
275.249982,0
312.1652896,0
384.3543512,0
429.7838818,0
341.3960497,0
257.1228492,0
169.7341039,0
145.8403472,45.87318612
131.1341312,52.95631031
128.4405382,53.54391999
127.3868305,51.23867507
139.7591077,50.97721744
183.8508153,37.94082578
256.846451,45.12225146
227.7486164,4.409079004
316.3587276,0
522.2282688,0
701.458891,0
919.5428885,0
1125.171045,0
1242.844169,0
1372.182521,0
1470.423963,0
1524.549526,0
1560.411795,0
1509.43079,0
1334.868643,0
1220.770348,0
979.870248,0
725.1099571,0
549.7223305,0
431.9184825,0
333.2054722,0
276.5507111,0
233.1633455,0
219.80174,0
252.1419522,0
337.5373888,0
360.1940816,0
418.9340165,0
644.4503706,0
813.3187747,0
992.6106631,0
1078.483595,0
1191.627238,0
1360.940941,0
1492.07349,0
1532.343408,0
1554.641388,0
1484.764523,0
1343.960353,0
1148.997516,0
943.7486777,0
735.2054694,0
493.4389769,0
386.973325,0
303.8477055,0
265.8424549,0
209.3471143,0
200.8086016,0
210.4947192,0
290.8928977,0
333.574932,0
406.0915895,0
648.9468028,0
783.5952642,0
963.6604087,0
1028.805708,0
1085.694254,0
1104.533269,0
1224.187951,0
1324.793955,0
1301.698115,0
1244.792375,0
1196.128371,0
1093.0079,0
911.6973745,0
652.576102,0
458.8578576,0
355.9599274,0
279.3272997,0
226.2353592,0
205.6404883,0
188.3287127,0
263.2118255,0
316.8514526,0
254.0109003,0
263.3949694,0
254.6658039,0
309.2357606,0
327.2704941,0
365.2977023,0
408.3964501,0
421.9977894,0
489.869292,0
514.3603164,0
551.4055443,0
583.6350276,0
644.4895547,0
569.4305732,0
436.0296422,0
280.158862,0
175.7646812,23.73378656
147.7794708,54.53223367
138.4262218,85.57467305
140.9239564,109.7240817
144.2785007,127.2648522
160.1526439,142.7459162
216.5964226,185.3290667
281.6663992,156.7590014
256.4348476,133.5563951
211.4297051,97.25972222
199.6771661,61.49822303
191.442299,9.36269147
272.1426953,0
371.843187,0
467.8842916,0
569.7722414,0
659.3128163,0
742.8611399,0
739.3124113,0
706.9818629,0
707.9672072,0
580.5863439,0
364.6148993,0
267.9767829,37.82818647
185.5996002,67.84179863
157.0432941,95.96766094
147.662749,126.7879012
151.462245,156.701689
154.5435819,172.9617918
170.9173176,190.6484999
225.8278213,226.2437117
290.2015392,194.6341324
264.4440392,169.1248824
217.5289172,124.3639789
201.2617521,68.44265561
190.4206126,0
309.5961652,0
423.2987716,0
558.0045213,0
702.4372797,0
803.2985519,0
951.9201809,0
915.2623739,0
882.2399085,0
855.6282941,0
772.5611918,0
588.5368771,0
420.527984,0
246.3177137,0
158.3877155,0
119.9575081,2.326517149
121.3607634,21.49873918
122.6738691,29.8371221
138.0845248,43.22507731
189.5494521,63.38373967
256.3814242,42.82642457
232.4445258,25.49752286
209.7087713,0
327.7366491,0
473.7972703,0
625.140893,0
807.2866684,0
885.796612,0
1053.160699,0
1121.143497,0
1245.486497,0
1164.135315,0
1090.47459,0
1036.920793,0
920.2774538,0
720.6689466,0
553.0107215,0
369.9498555,0
262.6461519,0
193.5678314,0
140.6021866,0
116.1659442,0.590299084
128.7744366,1.382170411
179.2538504,17.12469762
250.090042,14.56530616
257.0881154,0
260.8510606,0
276.7694535,0
318.2087444,0
394.9393462,0
472.6022102,0
572.1372423,0
627.6150951,0
782.816607,0
929.0422211,0
965.2285831,0
946.272531,0
958.0841568,0
851.1688374,0
678.8298017,0
510.9304855,0
346.6322357,0
255.2101538,0
203.7996882,0
157.0988459,0
137.4656603,0
139.6259159,0
214.1321001,0
304.2337533,0
277.3797698,0
271.5310227,0
308.8149843,0
398.740663,0
477.5130788,0
647.2978442,0
667.0732639,0
709.1470252,0
766.4644785,0
940.4970173,0
947.9125376,0
965.0700264,0
967.9610875,0
879.5928339,0
707.8563353,0
541.3420415,0
381.485315,0
302.6068988,0
260.4401305,0
238.0971297,0
228.4240784,0
238.3377386,0
321.3205067,0
403.01655,0
369.7209292,0
324.2978145,0
304.174533,0
324.37936,0
323.4262604,0
344.7610252,0
362.3253328,0
462.1451984,0
533.3941749,0
620.4763745,0
685.5548771,0
731.9295066,0
795.873205,0
727.9056739,0
578.0501797,0
435.1190816,0
280.126632,0
219.0195104,0
186.4309429,0
163.4911621,0
161.0817956,0
182.2307751,0
258.9235069,0
321.089459,0
322.3958935,0
387.4832164,0
557.3455138,0
721.2419004,0
921.0833382,0
1098.686107,0
1205.891162,0
1306.781228,0
1372.649867,0
1370.962445,0
1292.687796,0
1189.638419,0
978.4402242,0
856.1543786,0
718.7273168,0
564.206476,0
399.988841,0
216.5669011,0
181.2819084,0
148.6853921,0
120.4142798,0
129.3611415,4.035460065
179.0307971,16.1764024
249.2532987,0
230.4918749,0
191.6938067,8.416578677
186.7117577,3.124307015
227.5879297,0
212.9859122,0
225.9431935,0
273.3664475,0
421.8885674,0
544.1158366,0
721.2732871,0
753.758253,0
721.1651621,0
707.0009645,0
571.1463508,0
368.4763059,0
268.0025192,38.06478134
187.8635479,78.25563547
159.2982856,106.4199135
147.8894458,128.1903563
152.5853879,162.22713
155.5581012,178.0442724
174.1595633,205.8111051
229.4661923,243.2826182
293.6725975,210.8239516
264.9946916,172.1027595
214.0742492,109.1754795
198.5309577,56.34527296
207.3799176,0
319.6152287,0
449.9283357,0
564.5758357,0
699.5971303,0
832.6094898,0
963.5803614,0
951.4356932,0
891.546662,0
814.4050291,0
673.896297,0
460.0240959,0
260.0128081,2.044167947
177.8198906,32.90899519
148.0230554,55.48356504
138.5854189,86.07624809
137.6839259,94.89308431
142.0398105,116.9113885
155.9096892,123.3725369
202.355947,120.9693167
270.7257496,107.318475
252.7509724,116.785786
215.0686666,113.4668491
217.0690367,139.6009277
205.7177748,73.54218669
189.1442907,14.49567142
184.3742504,15.07879857
182.3766385,14.6882773
187.2600308,10.85167623
215.284065,12.15010431
277.2300566,0
334.5103046,0
408.8582981,0
464.4765897,33.55981847
442.1694471,43.48426654
361.514576,77.65415459
277.8306599,82.18865528
199.6901636,131.2975516
172.2344284,164.4055468
161.8683775,190.8252549
161.0279074,199.913703
162.7693486,210.1749792
177.4880032,220.4361023
222.1152366,209.8374882
296.3654668,222.6030819
265.84726,175.6560215
221.1146129,140.6362786
207.7269352,97.57794719
204.3515385,67.36810351
193.229526,32.84218819
208.3679554,0
265.0676335,0
324.9373512,0
412.4178481,0
450.0980147,0
500.3890383,0
449.1935703,0
459.9368774,13.09624874
443.6472657,49.98768652
363.5193378,86.39962845
289.1042286,132.4491428
210.5161203,179.3488341
183.6912152,211.0260543
171.7596935,231.7290996
170.9740983,242.3290825
172.5710965,250.538429
189.9023196,270.9811715
238.6153796,271.8947747
303.4500023,231.4239802
278.9723984,199.9537846
234.4542252,152.8643892
225.9290239,125.5890543
213.7857918,54.55581234
201.1416075,18.21340822
250.8286692,0
329.4319127,0
430.1749573,0
556.6334448,0
618.9060933,0
665.9833015,0
628.9757865,0
581.8481011,0
458.222147,0
361.6339516,48.27363432
281.3553097,81.36009532
196.7915542,110.8417737
168.8214795,144.243806
158.8265438,173.6039474
161.6957431,200.5612281
164.5625566,214.4478561
181.0207456,230.9744946
239.4807629,275.5236503
311.1871466,265.8195467
276.622848,189.2309772
227.7079139,122.5258705
214.2057575,73.00776491
203.3455327,7.769919541
284.1639578,0
371.2139416,0
476.5615136,0
570.6056598,0
704.2159993,0
832.7431082,0
819.7408146,0
782.9013713,0
772.9196361,0
655.161075,0
450.3961372,0
283.0814965,0
182.2429413,45.72803914
152.3915792,74.84811919
142.360901,102.6776065
145.4310549,129.257557
152.2920851,162.4210878
165.962505,167.9662149
222.5161931,210.8493451
289.1916935,189.6451947
259.8001435,147.9525825
208.8009223,85.00419266
190.9220816,21.97098567
307.6067352,0
481.8181595,0
641.3322045,0
789.3682329,0
917.9361329,0
1033.356242,0
1124.180283,0
1033.048626,0
968.7764852,0
937.4139709,0
806.1639049,0
623.6207126,0
443.8407275,0
257.1210945,0
164.1838429,0
122.9038742,15.53904689
124.2899176,34.6003172
126.4866546,46.88680646
140.3265353,53.2022316
193.6590866,81.70432786
260.3408583,60.51230362
237.7890042,49.43033449
190.3960942,2.541397673
313.2796069,0
443.1121541,0
603.0663575,0
777.7274661,0
899.7850994,0
993.5613086,0
1061.152084,0
1167.650507,0
1084.607214,0
997.999162,0
957.054741,0
829.9924024,0
652.0452105,0
494.3966406,0
357.4358868,0
275.3289875,0
219.2627761,0
193.639291,0
170.734887,0
174.2354144,0
194.4854793,0
284.0785993,0
248.6474264,0
213.0069866,0
281.4443115,0
389.5295795,0
543.42494,0
539.8112392,0
537.895412,0
319.0182706,0
273.1175772,0
270.2852235,15.9857298
319.62182,25.61806597
386.7616838,47.61037853
468.599783,52.00382607
449.8636926,77.9354606
366.1563278,98.33300513
286.2515359,119.8236816
201.9322371,141.0946961
170.0289153,154.1839764
158.1777182,173.9202845
157.0528619,181.728883
163.9095698,214.9411361
181.4537054,237.8606099
240.4597268,291.7694506
303.9303352,256.1092294
279.0670942,234.6288759
231.51849,187.0515372
218.6818885,146.5576172
205.3313816,71.65310837
191.3519291,24.36876658
215.9489454,0
324.8648958,0
421.8294461,0
531.1181471,0
590.6831048,0
605.5648269,0
524.5797473,0
482.1714505,0
440.5302957,35.97213126
357.9810834,61.51804391
281.8198926,99.73328911
205.303806,155.9109617
175.0028273,176.1374498
168.5897113,220.1595516
168.6187612,233.093453
173.4307867,257.0574304
186.3760344,259.3407243
234.8838985,266.1654062
302.2691392,248.1438564
278.3392701,230.8978468
241.536042,231.5375694
234.7108263,218.053746
227.6028281,171.2755196
216.1179784,135.2791152
195.2053805,63.55602955
181.5273799,10.82729452
282.5955363,0
370.1693004,0
580.9641727,0
627.3610854,0
655.7886929,0
723.382221,0
667.7294404,0
529.3650106,0
401.7341351,0
269.9530496,0
217.7900954,0
186.3474416,0
175.8964899,0
166.2022167,0
186.7019413,0
255.7496827,0
318.3290632,0
306.7635365,0
297.8840613,0
319.5012514,0
353.7298139,0
479.0592522,0
543.2584274,0
611.8386382,0
637.7274989,0
613.6986369,0
597.5895187,0
551.6867426,0
555.0577916,0
588.9348134,0
524.3863826,0
390.1311407,0
264.5512801,6.159820761
179.9752248,35.75224202
148.2478577,52.42754434
